bundle_file,offset_start,offset_end,length,source,target
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,33613,33643,10,飯島流相掛かり引き角,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,33686,33707,7,中原流相掛かり,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,33750,33765,5,ひねり飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,33808,33829,7,塚田スペシャル,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,33872,33878,4,UFO銀,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,33921,33933,4,横歩取り,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,33976,33991,5,相横歩取り,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,34034,34043,3,青野流,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,34086,34098,4,８五飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,34141,34156,5,４五角戦法,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,34199,34208,3,勇気流,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,34251,34272,7,竹部スペシャル,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,34315,34330,5,２三歩戦法,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,34373,34397,8,３三角型空中戦法,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,34440,34455,5,３三桂戦法,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,34498,34510,4,角換わり,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,34553,34577,8,角換わり腰掛け銀,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,34620,34638,6,角換わり棒銀,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,34681,34699,6,角換わり右玉,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,34742,34763,7,一手損角換わり,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,34806,34818,4,木村定跡,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,34861,34885,8,阿久津流急戦矢倉,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,34928,34949,7,中原流急戦矢倉,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,34992,35013,7,米長流急戦矢倉,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,35056,35068,4,矢倉棒銀,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,35111,35126,5,脇システム,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,35169,35187,6,森下システム,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,35230,35245,5,３七銀戦法,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,35288,35297,3,四手角,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,35340,35352,4,ウソ矢倉,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,35395,35410,5,左美濃急戦,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,35453,35474,7,居角左美濃急戦,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,35517,35526,3,忍者銀,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,35569,35581,4,新型雁木,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,35624,35639,5,ツノ銀雁木,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,35682,35706,8,対振り飛車持久戦,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,35749,35773,8,飯島流引き角戦法,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,35816,35828,4,鷺宮定跡,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,35871,35889,6,４六銀左急戦,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,35932,35950,6,４六銀右急戦,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,35993,36014,7,４五歩早仕掛け,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,36057,36069,4,山田定跡,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,36112,36127,5,エルモ急戦,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,36170,36191,7,へなちょこ急戦,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,36234,36249,5,玉頭位取り,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,36292,36307,5,５筋位取り,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,36350,36365,5,５七金戦法,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,36408,36417,3,超急戦,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,36460,36466,2,超速,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,36509,36527,6,丸山ワクチン,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,36570,36576,2,棒金,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,36619,36625,2,棒銀,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,36668,36680,4,原始棒銀,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,36723,36735,4,早繰り銀,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,36778,36793,5,右四間飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,36836,36857,7,右四間飛車急戦,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,36900,36924,8,右四間飛車左美濃,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,36967,36976,3,袖飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,37019,37037,6,羽生式袖飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,37080,37098,6,加藤流袖飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,37141,37153,4,中原飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,37196,37211,5,地下鉄飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,37254,37278,8,相掛かり腰掛け銀,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,37321,37333,4,腰掛け金,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,37376,37385,3,雀刺し,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,37428,37437,3,鳥刺し,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,37480,37489,3,鎖鎌銀,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,37532,37547,5,ポンポン桂,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,37590,37602,4,新米長玉,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,37645,37657,4,四間飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,37700,37730,10,角道オープン四間飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,37773,37791,6,藤井システム,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,37834,37855,7,はく式四間飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,37898,37916,6,魔界四間飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,37959,37977,6,耀龍四間飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,38020,38029,3,立石流,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,38072,38084,4,錆刀戦法,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,38127,38139,4,レグスペ,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,38182,38194,4,三間飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,38237,38246,3,石田流,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,38289,38307,6,石田流本組み,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,38350,38362,4,新石田流,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,38405,38414,3,早石田,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,38457,38475,6,升田式石田流,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,38518,38536,6,楠本式石田流,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,38579,38600,7,ムリヤリ早石田,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,38643,38658,5,４→３戦法,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,38701,38722,7,菅井流三間飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,38765,38798,11,菅井流ゴキゲン三間飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,38841,38856,5,トマホーク,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,38899,38914,5,中田功ＸＰ,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,38957,38972,5,７八飛戦法,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,39015,39039,8,カナケンシステム,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,39082,39097,5,３ニ飛戦法,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,39140,39167,9,つくつくぼうし戦法,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,39210,39219,3,真部流,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,39262,39271,3,中飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,39314,39335,7,ゴキゲン中飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,39378,39393,5,先手中飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,39436,39451,5,原始中飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,39494,39512,6,ツノ銀中飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,39555,39579,8,英ちゃん流中飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,39622,39640,6,中飛車左穴熊,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,39683,39692,3,遠山流,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,39735,39750,5,矢倉中飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,39793,39799,2,平目,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,39842,39851,3,向飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,39894,39924,10,ダイレクト向かい飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,39967,39991,8,鬼殺し向かい飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,40034,40061,9,メリケン向かい飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,40104,40128,8,天彦流向かい飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,40171,40198,9,菜々河流向かい飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,40241,40259,6,阪田流向飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,40302,40321,7,天彦流▲6六角,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,40364,40386,8,菜々河流△4四角,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,40429,40444,5,相振り飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,40487,40508,7,角交換振り飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,40551,40569,6,陽動振り飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,40612,40639,9,振り飛車ミレニアム,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,40682,40694,4,一間飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,40737,40755,6,一間飛車穴熊,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,40798,40810,4,九間飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,40853,40869,6,Uターン飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,40912,40930,6,７二飛亜急戦,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,40973,40982,3,玉頭銀,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,41025,41031,2,右玉,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,41074,41089,5,糸谷流右玉,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,41132,41153,7,こいなぎ流右玉,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,41196,41214,6,セカステ右玉,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,41257,41272,5,高田流左玉,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,41315,41324,3,嬉野流,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,41367,41379,4,新嬉野流,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,41422,41431,3,鬼殺し,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,41474,41486,4,新鬼殺し,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,41529,41550,7,かまいたち戦法,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,41593,41605,4,筋違い角,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,41648,41663,5,相筋違い角,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,41706,41727,7,筋違い角阪田流,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,41770,41782,4,稲庭戦法,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,41825,41851,10,阪田流2手目△9四歩,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,41894,41909,5,角頭歩戦法,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,41952,41962,4,5手爆弾,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,42005,42026,7,目くらまし戦法,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,42069,42075,2,暴銀,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,42118,42124,2,風車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,42167,42178,5,きmきm金,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,42221,42236,5,カニカニ金,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,42279,42294,5,カニカニ銀,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,42337,42352,5,ゴリゴリ金,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,42395,42410,5,間宮久夢流,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,42453,42462,3,金沢流,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,42505,42514,3,都成流,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,42557,42575,6,やばボーズ流,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,42618,42625,5,xaby角,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,42668,42675,5,GAVA角,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,42718,42739,7,パックマン戦法,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,42782,42803,7,カメレオン戦法,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,42846,42870,8,カリスマウィルス,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,42913,42940,9,ショーダンシステム,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,42983,43007,8,ハチワンシステム,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,43050,43071,7,メイドシステム,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,43114,43132,6,村田システム,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,43175,43202,9,ドラゴンスペシャル,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,43245,43269,8,アユムスペシャル,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,43312,43339,9,工藤流陽動振り飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,43375,43388,7,金貨5000個,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,43401,43415,8,金貨30000個,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,43428,43442,8,金貨60000個,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,43455,43470,9,金貨300000個,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,43483,43498,9,金貨500000個,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,43511,43527,10,金貨1000000個,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,44049,44064,5,無償棋晶石,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,44072,44156,28,淡い蒼に虹色の光を宿した結晶。さまざまな願いを呼び込む。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,44173,44188,5,有償棋晶石,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,44297,44303,2,金貨,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,44311,44377,22,紋章が刻まれた金貨。市場で広く流通している。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,44394,44406,4,想いの石,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,44414,44486,24,棋士との縁が形を成した石。やわらかな桜色に輝く。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,44503,44518,5,装飾品の石,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,44526,44592,22,若葉の紋が浮かぶ石。みずみずしい緑色に輝く。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,44609,44624,5,贈り物の石,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,44632,44689,19,贈り物に宿る想いが凝縮された小さな石。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,44706,44721,5,若葉の宝袋,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,44729,44807,26,若葉色の宝袋。普通の贈り物をランダムに１個入手する。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,44824,44839,5,蒼月の宝袋,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,44847,44922,25,藍色の宝袋。上質な贈り物をランダムに１個入手する。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,44939,44954,5,紅葉の宝袋,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,44962,45037,25,紅葉の宝袋。高級な贈り物をランダムに１個入手する。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,45054,45069,5,名前変更券,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,45077,45143,22,新しい名前で心機一転。次の一歩を踏み出そう。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,45160,45180,8,解析の鍵 1日券,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,45188,45275,29,棋譜の真実を映し出す不思議な鍵。盤上に隠れた一手を照らす。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,45292,45313,9,解析の鍵 30日券,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,45425,45440,5,棋桜覚醒券,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,45448,45544,32,対局中に棋桜覚醒を発動できる。盤上が光に包まれ、迷いを打ち払う。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,45561,45585,10,幸運の勾玉 30日券,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,45593,45674,27,幸運を呼ぶ瑠璃色の勾玉。持つ者に日々の恵みをもたらす。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,45691,45703,4,縁結び券,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,45711,45777,22,新たな出会いの予感。通常縁結びで使用できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,45794,45818,8,イベント縁結び券,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,45826,45898,24,特別な出会いの予感。イベント縁結びで使用できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,45938,46013,25,陽の紋が刻まれた珠。棋士と師弟契約を結ぶ際に必要。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,46053,46128,25,心の紋が刻まれた珠。棋士と師弟契約を結ぶ際に必要。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,46168,46243,25,花の紋が刻まれた珠。棋士と師弟契約を結ぶ際に必要。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,46283,46358,25,月の紋が刻まれた珠。棋士と師弟契約を結ぶ際に必要。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,46398,46473,25,波の紋が刻まれた珠。棋士と師弟契約を結ぶ際に必要。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,46513,46591,26,書物の紋が刻まれた珠。棋士と師弟契約を結ぶ際に必要。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,46631,46706,25,炎の紋が刻まれた珠。棋士と師弟契約を結ぶ際に必要。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,46746,46824,26,双葉の紋が刻まれた珠。棋士と師弟契約を結ぶ際に必要。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,46841,46859,6,シンプル扇子,
